input,sector,region,value
"Wood and Paper Products, and Printing (Section CC)",Transportation and Storage (Section H),RUK,805.0894454
"Wood and Paper Products, and Printing (Section CC)",Accommodation and Food Services (Section I),RUK,26.42769938
"Wood and Paper Products, and Printing (Section CC)",Information and Communication (Section J),RUK,425.3859718
"Wood and Paper Products, and Printing (Section CC)",Financial and Insurance (Section K),RUK,604.116294
"Wood and Paper Products, and Printing (Section CC)",Real Estate Activities (Section L),RUK,90.68435297
"Wood and Paper Products, and Printing (Section CC)","Professional, Scientific & Technical (Section M)",RUK,412.8859348
"Wood and Paper Products, and Printing (Section CC)",Administrative and Support Services (Section N),RUK,387.8317762
"Wood and Paper Products, and Printing (Section CC)",Public administration and defence; compulsory social security (Section O),RUK,24.04380079
"Wood and Paper Products, and Printing (Section CC)",Education (Section P),RUK,16.13675757
"Wood and Paper Products, and Printing (Section CC)",Other Services (Section (Q-U),RUK,112.5807014
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Agriculture, Forestry and Fishing (Section A)",RUK,18.2058053
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Mining & Quarrying (Section B),RUK,15655.3987
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Food Products, Beverages and Tobacco Products (Section CA)",RUK,193.2554139
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Textiles, Wearing Apparel and Leather (Section CB)",RUK,18.21687224
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Wood and Paper Products, and Printing (Section CC)",RUK,500.9904263
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",RUK,16206.33858
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Basic Pharmaceuticals and Their Products (Section CF),RUK,78.02513828
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",RUK,1052.457831
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",RUK,712.43417
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Computer, Electronic and Optical Products (Section CI)",RUK,196.3391204
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Electrical Equipment (Section CJ),RUK,2.864480113
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Machinery and Equipment N.E.C. (Section CK),RUK,190.9706839
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Transport Equipment (Section CL),RUK,41.27928486
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",RUK,418.5575311
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Utilities (Section D,E)",RUK,2537.238544
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Construction (Section F),RUK,546.1113493
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Wholesale, Retail and Repairs (Section G)",RUK,3920.560772
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Transportation and Storage (Section H),RUK,1440.994331
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Accommodation and Food Services (Section I),RUK,170.6298247
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Information and Communication (Section J),RUK,661.7404118
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Financial and Insurance (Section K),RUK,2203.500943
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Real Estate Activities (Section L),RUK,53.05111885
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)","Professional, Scientific & Technical (Section M)",RUK,1488.140022
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Administrative and Support Services (Section N),RUK,688.5403608
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Public administration and defence; compulsory social security (Section O),RUK,90.15516283
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Education (Section P),RUK,90.71302747
"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Other Services (Section (Q-U),RUK,56.75678798
Basic Pharmaceuticals and Their Products (Section CF),"Agriculture, Forestry and Fishing (Section A)",RUK,62.90646706
Basic Pharmaceuticals and Their Products (Section CF),Mining & Quarrying (Section B),RUK,0
Basic Pharmaceuticals and Their Products (Section CF),"Food Products, Beverages and Tobacco Products (Section CA)",RUK,52.4350307
Basic Pharmaceuticals and Their Products (Section CF),"Textiles, Wearing Apparel and Leather (Section CB)",RUK,0
Basic Pharmaceuticals and Their Products (Section CF),"Wood and Paper Products, and Printing (Section CC)",RUK,185.1251308
Basic Pharmaceuticals and Their Products (Section CF),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",RUK,139.3431058
Basic Pharmaceuticals and Their Products (Section CF),Basic Pharmaceuticals and Their Products (Section CF),RUK,4179.647085
Basic Pharmaceuticals and Their Products (Section CF),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",RUK,88.38622154
Basic Pharmaceuticals and Their Products (Section CF),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",RUK,107.3757169
Basic Pharmaceuticals and Their Products (Section CF),"Computer, Electronic and Optical Products (Section CI)",RUK,14.82659712
Basic Pharmaceuticals and Their Products (Section CF),Electrical Equipment (Section CJ),RUK,0
Basic Pharmaceuticals and Their Products (Section CF),Machinery and Equipment N.E.C. (Section CK),RUK,49.79774535
Basic Pharmaceuticals and Their Products (Section CF),Transport Equipment (Section CL),RUK,2.274228643
Basic Pharmaceuticals and Their Products (Section CF),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",RUK,20.46735934
Basic Pharmaceuticals and Their Products (Section CF),"Utilities (Section D,E)",RUK,304.2841782
Basic Pharmaceuticals and Their Products (Section CF),Construction (Section F),RUK,52.81823008
Basic Pharmaceuticals and Their Products (Section CF),"Wholesale, Retail and Repairs (Section G)",RUK,437.8258938
Basic Pharmaceuticals and Their Products (Section CF),Transportation and Storage (Section H),RUK,351.5685025
Basic Pharmaceuticals and Their Products (Section CF),Accommodation and Food Services (Section I),RUK,11.02303666
Basic Pharmaceuticals and Their Products (Section CF),Information and Communication (Section J),RUK,645.6489167
Basic Pharmaceuticals and Their Products (Section CF),Financial and Insurance (Section K),RUK,952.9632617
Basic Pharmaceuticals and Their Products (Section CF),Real Estate Activities (Section L),RUK,21.91500527
Basic Pharmaceuticals and Their Products (Section CF),"Professional, Scientific & Technical (Section M)",RUK,759.0116743
Basic Pharmaceuticals and Their Products (Section CF),Administrative and Support Services (Section N),RUK,317.0636745
Basic Pharmaceuticals and Their Products (Section CF),Public administration and defence; compulsory social security (Section O),RUK,123.9218126
Basic Pharmaceuticals and Their Products (Section CF),Education (Section P),RUK,62.02853401
Basic Pharmaceuticals and Their Products (Section CF),Other Services (Section (Q-U),RUK,30.31051661
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Agriculture, Forestry and Fishing (Section A)",RUK,70.62788964
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Mining & Quarrying (Section B),RUK,973.9347167
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Food Products, Beverages and Tobacco Products (Section CA)",RUK,137.2613795
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Textiles, Wearing Apparel and Leather (Section CB)",RUK,81.47590664
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Wood and Paper Products, and Printing (Section CC)",RUK,882.9795879
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",RUK,5679.660177
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Basic Pharmaceuticals and Their Products (Section CF),RUK,0
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",RUK,4413.746899
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",RUK,1193.103348
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Computer, Electronic and Optical Products (Section CI)",RUK,0
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Electrical Equipment (Section CJ),RUK,18.47182161
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Machinery and Equipment N.E.C. (Section CK),RUK,301.3761604
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Transport Equipment (Section CL),RUK,117.4520081
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",RUK,502.9023489
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Utilities (Section D,E)",RUK,2981.864375
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Construction (Section F),RUK,263.2861076
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Wholesale, Retail and Repairs (Section G)",RUK,1949.93118
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Transportation and Storage (Section H),RUK,1432.034707
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Accommodation and Food Services (Section I),RUK,81.61011049
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Information and Communication (Section J),RUK,314.6950742
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Financial and Insurance (Section K),RUK,1505.953013
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Real Estate Activities (Section L),RUK,109.3845261
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)","Professional, Scientific & Technical (Section M)",RUK,604.9660773
"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",Administrative and Support Services (Section N),RUK,742.4544083
